plant,n_leaves,stem_length,leaf_len_mean,leaf_len_max,roll_mean,roll_std,branch_mean,wav_mean
0,11,0.52284944,0.7513524181818181,0.927407,190.74719024545456,114.86069258106164,15.709214936363635,0.05514281845454545
1,23,1.1610596,0.7585795347826086,0.9343828,183.90445671739127,119.5413857359797,15.891246239130435,0.05635334965217392
2,22,1.1219369,0.7514793272727274,0.9579575,171.03242724999998,109.42574739674957,15.887936795454545,0.05352356486363636
3,27,1.3413045,0.7502242692592591,1.0067501,166.9286816888889,110.70127880382422,15.930760748148147,0.055869851962962964
4,18,0.9186317,0.7653606411111111,0.9559208,171.88027316666665,108.09913258079258,15.847083833333336,0.05619612038888888
5,21,1.0412493,0.7506557338095239,0.9776637,221.2262127142857,105.05867093975094,15.888637323809522,0.054725742619047626
6,26,1.2973533,0.7579767207692308,0.93933207,189.12641015384614,94.82087640041836,15.907922196153846,0.055745700576923074
7,19,0.96984494,0.7686321947368421,0.9743403,138.35968563157897,91.56458084055465,15.86328125263158,0.055154323947368425
8,16,0.79112583,0.706063355625,0.92030245,183.236126625,92.93455044110712,15.82569471875,0.0546448814375
9,19,0.93978107,0.7759523142105264,0.9541882,178.23143075263158,112.20370934600084,15.878521231578947,0.055286760684210526
10,11,0.54355776,0.7797857172727273,0.9347552,135.56763199999997,83.78417900482773,15.69018717272727,0.05601792590909091
11,24,1.2124746,0.73919036625,1.0257071,168.72025179166664,111.72781372214135,15.897993004166667,0.05493150316666667
12,21,1.0536227,0.7423172085714286,0.94492126,153.0095609047619,111.3501223525541,15.88780035238095,0.05424789538095237
13,25,1.2044336,0.7526004392000002,0.9671988,178.74297104000001,100.83395563899045,15.904142508,0.055217116479999995
14,18,0.912677,0.7379469066666667,0.9550204,147.84411974444444,109.24653131904824,15.851166199999998,0.05489453677777777
15,20,1.0000302,0.7597118350000001,0.95966804,176.61503595,110.6204143241154,15.865097385000004,0.05550390065000001
16,22,1.1038191,0.7608502127272728,1.0024741,191.43482413636363,105.55319507629451,15.875391304545452,0.05539614168181819
17,21,1.0502276,0.7534435728571429,1.0386606,170.41285001428574,97.0475895303349,15.900169090476192,0.05492491752380953
18,23,1.1679314,0.7269274952173912,0.9651017,192.088559,110.06842366179951,15.892545726086963,0.055228332347826085
19,18,0.89218175,0.7382374391111112,0.9476123,156.8975441,104.26103467012317,15.842533505555556,0.05506020805555556
20,25,1.2633902,0.7407272256,0.9801694,149.9666040296,104.47415237585392,15.935119015999998,0.05466151892
21,24,1.144279,0.77787466875,0.9704971,172.499467525,105.94096124067036,15.888321804166667,0.056670460916666665
22,21,1.0548657,0.7410152266666666,0.9271204,171.02277190476192,101.00846948734524,15.882603485714283,0.05600358304761904
23,19,0.9468843,0.7461746736842105,0.9383951,191.46077636842102,108.01474300286093,15.886215368421054,0.055355368210526314
24,19,0.915336,0.7423321963157894,0.9065738,163.80038405263159,116.3007658939343,15.858873710526312,0.05412358878947368
25,20,1.0130345,0.7598962475000001,0.9881922,151.32807619500002,101.07224921114074,15.888626945000002,0.05400328405
26,23,1.1270856,0.7474114547826087,0.9114883,163.69412406956525,117.7234818266615,15.913627973913048,0.05519491934782608
27,18,0.8987216,0.7359691916666667,0.9047441,174.07004541666663,110.24503041062728,15.862193555555557,0.05378634433333333
28,19,0.97399193,0.7584029489473684,0.9402619,186.30332163157897,116.53329184831857,15.849308884210526,0.055087895368421055
29,14,0.704139,0.7247245685714285,1.034176,191.71918192857143,104.66625710259862,15.772644607142857,0.05665364771428571
30,24,1.2145697,0.7569096154166667,0.96730995,164.6372404916667,93.81381868815957,15.903481425,0.053235555125
31,23,1.1352901,0.756934931304348,0.96254843,167.72682458695652,101.63674347679735,15.87991035652174,0.05674849569565219
32,26,1.2792009,0.7643557284615384,0.9718428,157.34954739230767,100.25721595651468,15.910556515384616,0.05502963907692308
33,21,1.0441414,0.7371607938095239,0.92927885,186.59844633333333,106.79608807011704,15.871651766666664,0.05641507652380952
34,25,1.2615016,0.7565072024000001,0.9857491,169.804556628,103.79438499293677,15.925889448,0.05473974739999999
35,23,1.1665049,0.7529097534782608,0.9751607,182.88924923043479,109.65636214232369,15.884498704347827,0.055937753391304336
36,18,0.9251858,0.7564647950000001,0.9805199,195.2191824277778,106.79618865664865,15.843552816666667,0.05445790694444444
37,24,1.1614525,0.7426239458333334,0.99213755,168.81632704166668,110.95254113718761,15.896794629166669,0.05549770454166667
38,25,1.2290188,0.7448842396,0.948383,189.635750684,106.73466719191367,15.91165892,0.05543923319999999
39,23,1.1811868,0.7744824230434783,0.9721019,169.80784682608697,102.46561574360713,15.907025891304347,0.0547523895652174
40,18,0.87717855,0.7585296405555555,0.9740393,171.33491797777776,105.62689462440619,15.847974094444444,0.05431904444444444
41,20,0.9860349,0.7625540755,1.0178497,224.6028401,100.31478140189076,15.869033050000002,0.055112981650000004
42,19,0.92582524,0.7480875836842104,0.98569196,205.74908541052633,105.82135720986282,15.879254300000001,0.053268522789473687
43,20,0.9691863,0.7103808540000001,0.8797908,189.04996195000004,95.4132733141891,15.882850955,0.05378457455
44,17,0.8628651,0.7366168411764706,0.9971742,159.74605646,121.37301065039564,15.83391645882353,0.05554033164705882
45,20,1.0064974,0.7161506625000001,0.927648,183.39839745,111.3084341613843,15.87830569,0.05623830135
46,21,1.0092341,0.7414167661904761,0.95860666,152.57476671428572,103.21616056937766,15.869987276190475,0.05571919576190476
47,15,0.7352511,0.7632723786666666,0.90488124,175.50155579999998,104.41666615607136,15.809815659999998,0.05544487886666667
48,18,0.8914932,0.7350790355555556,0.93622196,139.34774394444446,98.92483678604341,15.823488150000003,0.055525632444444445
49,20,0.98476326,0.7536054460000001,0.8985834,179.89533439,101.4722795314505,15.881656525,0.05559616789999999
50,18,0.8970085,0.7283179150000001,0.86073226,201.18973491666668,104.9840687198509,15.836654233333332,0.05567617138888889
51,18,0.9332568,0.7472850772222221,0.9403063,226.83757722222222,99.48822975572732,15.84425283888889,0.05572084233333333
52,26,1.3353686,0.7495474742307693,0.96489346,180.46629896153843,105.09704314094994,15.9264069,0.0554847798076923
53,13,0.6500889,0.7433283092307692,0.84539366,226.26048092307695,101.17313962755749,15.774263846153845,0.05517643315384616
54,16,0.7968338,0.73513393125,0.9545006,177.7513689375,103.41582597752513,15.821654706250001,0.053480305187499994
55,22,1.0674082,0.7532388690909091,0.96843135,151.87999138181814,106.24849058021475,15.874615900000002,0.056032061045454544
